Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,56.0,,,
85,64,,, ,,,,,,,,,
86,64,,, ,,,,,,,,,
87,64,,, ,,,,,,,,,
88,64,,, ,,,,,,,,,
89,64,,, ,,,,,,,,,
90,64,,, ,,,,,,,,,
91,64,,, ,,,,,,,,,
92,64,,, ,,,,,,,,,
93,64,,, ,,,,,,,,,
94,64,,, ,,,,,,,,,
95,64,,, ,,,,,,,,,
96,64,,, ,,,,,,,,,
97,64,,, ,,,,,,,,,
98,64,,, ,,,,,,,,,
99,64,,, ,,,,,,,,,
100,64,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
