Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,55.0,,,
70,70,Ike,Seneca,Ike Seneca,,66,,,,,,,
71,71,Blake,Riggs,Blake Riggs,0.51,71,,,,,,,
72,72,Schuylar,Fairris,Schuylar Fairris,,73,,,,,,,
73,73,,, ,,,,,,,,,
74,73,,, ,,,,,,,,,
75,73,,, ,,,,,,,,,
76,73,,, ,,,,,,,,,
77,73,,, ,,,,,,,,,
78,73,,, ,,,,,,,,,
79,73,,, ,,,,,,,,,
80,73,,, ,,,,,,,,,
81,73,,, ,,,,,,,,,
82,73,,, ,,,,,,,,,
83,73,,, ,,,,,,,,,
84,73,,, ,,,,,,,,,
85,73,,, ,,,,,,,,,
86,73,,, ,,,,,,,,,
87,73,,, ,,,,,,,,,
88,73,,, ,,,,,,,,,
89,73,,, ,,,,,,,,,
90,73,,, ,,,,,,,,,
91,73,,, ,,,,,,,,,
92,73,,, ,,,,,,,,,
93,73,,, ,,,,,,,,,
94,73,,, ,,,,,,,,,
95,73,,, ,,,,,,,,,
96,73,,, ,,,,,,,,,
97,73,,, ,,,,,,,,,
98,73,,, ,,,,,,,,,
99,73,,, ,,,,,,,,,
100,73,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
