,T_coeff,course_id,cumgame_coeff,dirvar_coeff,intercept,mse,n_values,nomatch,player,precip_coeff,prediction_score,removed_corr,wgust_coeff,wspd_coeff
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,Ben Horst,0.0,0.0,0.0,0.0,0.0
1,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,Ben Horst,0.0,0.0,0.0,0.0,0.0
2,0.0,2,-0.0,-0.0003820043408520513,67.73991372493865,14.87414569780012,9.0,0.0,Ben Horst,58.66898281863379,0.0886491667762409,1.0,0.03961087703420583,0.11099274067439595
3,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,Bob Montes,0.0,0.0,0.0,0.0,0.0
4,0.0,1,0.0,0.0,52.6,6.639999999999999,5.0,0.0,Bob Montes,0.0,0.0,0.0,0.0,0.0
5,-0.16966625634441282,2,0.0,0.00038235692168844007,61.80473163673952,9.655932980759815,23.0,0.0,Bob Montes,0.0,0.30804815133812746,0.0,0.3516297615165864,0.0
6,-0.0,0,0.0,0.0,51.0,3.272727272727273,11.0,0.0,Dennis Warsen,0.0,0.0,0.0,0.0,0.0
7,-0.2903338589019035,1,-0.10497615381441193,-0.0004551896298258112,74.09170952462286,4.060424438480388,14.0,0.0,Dennis Warsen,0.0,0.7481508892588113,0.0,0.4107728993038084,-0.0
8,-0.0,2,-0.0,-0.0002427765984527394,52.484281249945845,13.20021279131812,53.0,0.0,Dennis Warsen,0.0,0.1712619522861608,0.0,0.2386051630871963,0.0
9,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,Gonzalo Arestizabal,0.0,0.0,0.0,0.0,0.0
10,-0.0,1,0.3064653693988629,0.0007774655356119365,65.04098235568635,6.32435153748533,8.0,0.0,Gonzalo Arestizabal,0.0,0.4940518770011736,0.0,-0.337044307452848,-0.0
11,-0.156837860535946,2,-0.024250442059282024,-7.15926931672907e-05,71.29354646607398,6.4554555312825315,21.0,0.0,Gonzalo Arestizabal,0.0,0.2234435653858167,0.0,0.11560575602094665,0.24717071921054262
12,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,Greg Mann,0.0,0.0,0.0,0.0,0.0
13,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,Greg Mann,0.0,0.0,0.0,0.0,0.0
